"Round","Site","Patch","Post.ID","Adaptive.Mgmt","YSB","Height","Bowl.Color","Bee.Species","Number"
"R2","PYN","PYN-S","PYN-S-P5","PBG","0","Low","Yellow","Lasioglossum.sp",2
"R1","RIS","RIS-C","RIS-C-P1","PBG","0","Low","Yellow","Lasioglossum.sp",1
"R2","RIS","RIS-C","RIS-C-P4","PBG","0","Low","Yellow","Lasioglossum.sp",1
"R1","KLN","KLN-E","KLN-E-P3","PBG","2","Low","Yellow","Lasioglossum.sp",2
"R1","KLN","KLN-E","KLN-E-P4","PBG","2","Low","Yellow","Lasioglossum.sp",8
"R3","RIS","RIS-S","RIS-S-P2","PBG","2","Low","Yellow","Lasioglossum.sp",1
"R2","PYN","PYN-N","PYN-N-P3","PBG","2","Low","Blue","Megachile.brevis",1
"R1","RIS","RIS-S","RIS-S-P2","PBG","2","High","White","Megachile.brevis",1
"R1","RIS","RIS-N","RIS-N-P3","PBG","1","High","Yellow","Megachile.gemula",1
"R2","RIS","RIS-N","RIS-N-P2","PBG","1","High","Blue","Megachile.montivaga",1
"R1","RIS","RIS-C","RIS-C-P6","PBG","0","Low","Blue","Megachile.montivaga",1
"R3","RIS","RIS-C","RIS-C-P1","PBG","0","High","Blue","Melissodes.bimaculata",1
"R3","PYN","PYN-N","PYN-N-P5","PBG","2","Low","Blue","Melissodes.bimaculata",2
"R2","PYN","PYN-S","PYN-S-P6","PBG","0","High","Blue","Melissodes.boltoniae",1
"R1","RIS","RIS-N","RIS-N-P2","PBG","1","High","Blue","Nomada.articulata",1
"R1","KLN","KLN-W","KLN-W-P1","PBG","0","Low","Blue","Osmia.cordata",1
"R1","RIS","RIS-C","RIS-C-P6","PBG","0","Low","Blue","Osmia.pumila",1
"R1","RIS","RIS-S","RIS-S-P1","PBG","2","Low","Blue","Osmia.simillima",1
"R1","RIS","RIS-N","RIS-N-P4","PBG","1","High","Blue","Sphecodes.clematidis",1
"R1","PYN","PYN-W","PYN-W-P4","PBG","1","Low","Yellow","Stelis.lateralis",1
"R1","KLN","KLN-W","KLN-W-P1","PBG","0","High","Blue","X.x",0
"R1","KLN","KLN-W","KLN-W-P3","PBG","0","High","Blue","X.x",0
"R3","KLN","KLN-W","KLN-W-P6","PBG","0","High","Blue","X.x",0
"R3","PYN","PYN-S","PYN-S-P4","PBG","0","High","Blue","X.x",0
"R3","RIS","RIS-C","RIS-C-P5","PBG","0","High","Blue","X.x",0
"R3","KLN","KLN-C","KLN-C-P5","PBG","1","High","Blue","X.x",0
"R1","PYN","PYN-W","PYN-W-P2","PBG","1","High","Blue","X.x",0
"R3","PYN","PYN-W","PYN-W-P3","PBG","1","High","Blue","X.x",0
"R3","PYN","PYN-W","PYN-W-P4","PBG","1","High","Blue","X.x",0
"R1","PYN","PYN-W","PYN-W-P6","PBG","1","High","Blue","X.x",0
"R3","RIS","RIS-N","RIS-N-P1","PBG","1","High","Blue","X.x",0
"R3","RIS","RIS-N","RIS-N-P5","PBG","1","High","Blue","X.x",0
"R1","KLN","KLN-E","KLN-E-P2","PBG","2","High","Blue","X.x",0
"R3","KLN","KLN-E","KLN-E-P2","PBG","2","High","Blue","X.x",0
"R3","PYN","PYN-N","PYN-N-P1","PBG","2","High","Blue","X.x",0
"R3","PYN","PYN-N","PYN-N-P5","PBG","2","High","Blue","X.x",0
"R1","PYN","PYN-N","PYN-N-P6","PBG","2","High","Blue","X.x",0
"R1","RIS","RIS-S","RIS-S-P1","PBG","2","High","Blue","X.x",0
"R3","KLN","KLN-W","KLN-W-P4","PBG","0","Low","Blue","X.x",0
"R3","KLN","KLN-W","KLN-W-P6","PBG","0","Low","Blue","X.x",0
"R3","PYN","PYN-S","PYN-S-P2","PBG","0","Low","Blue","X.x",0
"R3","PYN","PYN-S","PYN-S-P4","PBG","0","Low","Blue","X.x",0
"R3","RIS","RIS-C","RIS-C-P1","PBG","0","Low","Blue","X.x",0
"R1","KLN","KLN-C","KLN-C-P1","PBG","1","Low","Blue","X.x",0
"R3","KLN","KLN-C","KLN-C-P3","PBG","1","Low","Blue","X.x",0
"R3","KLN","KLN-C","KLN-C-P5","PBG","1","Low","Blue","X.x",0
"R3","PYN","PYN-W","PYN-W-P3","PBG","1","Low","Blue","X.x",0
"R3","PYN","PYN-W","PYN-W-P4","PBG","1","Low","Blue","X.x",0
"R3","RIS","RIS-N","RIS-N-P1","PBG","1","Low","Blue","X.x",0
"R3","RIS","RIS-N","RIS-N-P5","PBG","1","Low","Blue","X.x",0
"R3","KLN","KLN-E","KLN-E-P2","PBG","2","Low","Blue","X.x",0
"R3","KLN","KLN-E","KLN-E-P3","PBG","2","Low","Blue","X.x",0
"R3","PYN","PYN-N","PYN-N-P1","PBG","2","Low","Blue","X.x",0
"R2","PYN","PYN-N","PYN-N-P2","PBG","2","Low","Blue","X.x",0
"R2","RIS","RIS-S","RIS-S-P6","PBG","2","Low","Blue","X.x",0
"R2","KLN","KLN-W","KLN-W-P1","PBG","0","High","White","X.x",0
"R3","KLN","KLN-W","KLN-W-P1","PBG","0","High","White","X.x",0
"R1","KLN","KLN-W","KLN-W-P2","PBG","0","High","White","X.x",0
"R3","KLN","KLN-W","KLN-W-P3","PBG","0","High","White","X.x",0
"R2","KLN","KLN-W","KLN-W-P4","PBG","0","High","White","X.x",0
"R1","PYN","PYN-S","PYN-S-P1","PBG","0","High","White","X.x",0
"R3","PYN","PYN-S","PYN-S-P5","PBG","0","High","White","X.x",0
"R3","PYN","PYN-S","PYN-S-P6","PBG","0","High","White","X.x",0
"R3","RIS","RIS-C","RIS-C-P4","PBG","0","High","White","X.x",0
"R2","RIS","RIS-C","RIS-C-P6","PBG","0","High","White","X.x",0
"R3","KLN","KLN-C","KLN-C-P1","PBG","1","High","White","X.x",0
"R3","KLN","KLN-C","KLN-C-P4","PBG","1","High","White","X.x",0
"R1","KLN","KLN-C","KLN-C-P6","PBG","1","High","White","X.x",0
"R1","PYN","PYN-W","PYN-W-P1","PBG","1","High","White","X.x",0
"R1","PYN","PYN-W","PYN-W-P3","PBG","1","High","White","X.x",0
"R2","PYN","PYN-W","PYN-W-P4","PBG","1","High","White","X.x",0
"R3","PYN","PYN-W","PYN-W-P5","PBG","1","High","White","X.x",0
"R2","PYN","PYN-W","PYN-W-P6","PBG","1","High","White","X.x",0
"R3","PYN","PYN-W","PYN-W-P6","PBG","1","High","White","X.x",0
"R3","RIS","RIS-N","RIS-N-P2","PBG","1","High","White","X.x",0
"R3","RIS","RIS-N","RIS-N-P6","PBG","1","High","White","X.x",0
"R3","KLN","KLN-E","KLN-E-P4","PBG","2","High","White","X.x",0
"R3","KLN","KLN-E","KLN-E-P5","PBG","2","High","White","X.x",0
"R2","PYN","PYN-N","PYN-N-P1","PBG","2","High","White","X.x",0
"R1","PYN","PYN-N","PYN-N-P3","PBG","2","High","White","X.x",0
"R3","PYN","PYN-N","PYN-N-P3","PBG","2","High","White","X.x",0
"R1","PYN","PYN-N","PYN-N-P4","PBG","2","High","White","X.x",0
"R2","PYN","PYN-N","PYN-N-P5","PBG","2","High","White","X.x",0
"R3","RIS","RIS-S","RIS-S-P3","PBG","2","High","White","X.x",0
"R2","RIS","RIS-S","RIS-S-P5","PBG","2","High","White","X.x",0
"R3","KLN","KLN-W","KLN-W-P1","PBG","0","Low","White","X.x",0
"R3","KLN","KLN-W","KLN-W-P3","PBG","0","Low","White","X.x",0
"R1","PYN","PYN-S","PYN-S-P1","PBG","0","Low","White","X.x",0
"R2","PYN","PYN-S","PYN-S-P4","PBG","0","Low","White","X.x",0
"R3","PYN","PYN-S","PYN-S-P5","PBG","0","Low","White","X.x",0
"R3","PYN","PYN-S","PYN-S-P6","PBG","0","Low","White","X.x",0
"R3","RIS","RIS-C","RIS-C-P2","PBG","0","Low","White","X.x",0
"R2","RIS","RIS-C","RIS-C-P3","PBG","0","Low","White","X.x",0
"R3","RIS","RIS-C","RIS-C-P4","PBG","0","Low","White","X.x",0
"R2","KLN","KLN-C","KLN-C-P2","PBG","1","Low","White","X.x",0
"R3","KLN","KLN-C","KLN-C-P4","PBG","1","Low","White","X.x",0
"R2","KLN","KLN-C","KLN-C-P6","PBG","1","Low","White","X.x",0
"R1","PYN","PYN-W","PYN-W-P3","PBG","1","Low","White","X.x",0
"R2","PYN","PYN-W","PYN-W-P4","PBG","1","Low","White","X.x",0
"R3","PYN","PYN-W","PYN-W-P5","PBG","1","Low","White","X.x",0
"R2","PYN","PYN-W","PYN-W-P6","PBG","1","Low","White","X.x",0
"R3","RIS","RIS-N","RIS-N-P2","PBG","1","Low","White","X.x",0
"R3","RIS","RIS-N","RIS-N-P6","PBG","1","Low","White","X.x",0
"R1","KLN","KLN-E","KLN-E-P1","PBG","2","Low","White","X.x",0
"R2","KLN","KLN-E","KLN-E-P4","PBG","2","Low","White","X.x",0
"R3","KLN","KLN-E","KLN-E-P4","PBG","2","Low","White","X.x",0
"R3","KLN","KLN-E","KLN-E-P5","PBG","2","Low","White","X.x",0
"R1","PYN","PYN-N","PYN-N-P3","PBG","2","Low","White","X.x",0
"R3","PYN","PYN-N","PYN-N-P3","PBG","2","Low","White","X.x",0
"R1","PYN","PYN-N","PYN-N-P4","PBG","2","Low","White","X.x",0
"R3","PYN","PYN-N","PYN-N-P4","PBG","2","Low","White","X.x",0
"R2","PYN","PYN-N","PYN-N-P5","PBG","2","Low","White","X.x",0
"R2","RIS","RIS-S","RIS-S-P2","PBG","2","Low","White","X.x",0
"R2","RIS","RIS-S","RIS-S-P5","PBG","2","Low","White","X.x",0
"R3","KLN","KLN-W","KLN-W-P2","PBG","0","High","Yellow","X.x",0
"R1","KLN","KLN-W","KLN-W-P4","PBG","0","High","Yellow","X.x",0
"R3","KLN","KLN-W","KLN-W-P5","PBG","0","High","Yellow","X.x",0
"R1","KLN","KLN-W","KLN-W-P6","PBG","0","High","Yellow","X.x",0
"R3","PYN","PYN-S","PYN-S-P1","PBG","0","High","Yellow","X.x",0
"R3","PYN","PYN-S","PYN-S-P3","PBG","0","High","Yellow","X.x",0
"R3","RIS","RIS-C","RIS-C-P3","PBG","0","High","Yellow","X.x",0
"R3","RIS","RIS-C","RIS-C-P6","PBG","0","High","Yellow","X.x",0
"R3","KLN","KLN-C","KLN-C-P2","PBG","1","High","Yellow","X.x",0
"R3","KLN","KLN-C","KLN-C-P6","PBG","1","High","Yellow","X.x",0
"R2","PYN","PYN-W","PYN-W-P1","PBG","1","High","Yellow","X.x",0
"R3","PYN","PYN-W","PYN-W-P1","PBG","1","High","Yellow","X.x",0
"R3","PYN","PYN-W","PYN-W-P2","PBG","1","High","Yellow","X.x",0
"R2","PYN","PYN-W","PYN-W-P3","PBG","1","High","Yellow","X.x",0
"R1","PYN","PYN-W","PYN-W-P4","PBG","1","High","Yellow","X.x",0
"R1","PYN","PYN-W","PYN-W-P5","PBG","1","High","Yellow","X.x",0
"R3","RIS","RIS-N","RIS-N-P3","PBG","1","High","Yellow","X.x",0
"R3","RIS","RIS-N","RIS-N-P4","PBG","1","High","Yellow","X.x",0
"R3","KLN","KLN-E","KLN-E-P1","PBG","2","High","Yellow","X.x",0
"R1","PYN","PYN-N","PYN-N-P2","PBG","2","High","Yellow","X.x",0
"R3","PYN","PYN-N","PYN-N-P2","PBG","2","High","Yellow","X.x",0
"R2","PYN","PYN-N","PYN-N-P4","PBG","2","High","Yellow","X.x",0
"R1","PYN","PYN-N","PYN-N-P5","PBG","2","High","Yellow","X.x",0
"R2","PYN","PYN-N","PYN-N-P6","PBG","2","High","Yellow","X.x",0
"R3","PYN","PYN-N","PYN-N-P6","PBG","2","High","Yellow","X.x",0
"R3","RIS","RIS-S","RIS-S-P2","PBG","2","High","Yellow","X.x",0
"R3","KLN","KLN-W","KLN-W-P2","PBG","0","Low","Yellow","X.x",0
"R3","KLN","KLN-W","KLN-W-P5","PBG","0","Low","Yellow","X.x",0
"R3","PYN","PYN-S","PYN-S-P1","PBG","0","Low","Yellow","X.x",0
"R1","PYN","PYN-S","PYN-S-P2","PBG","0","Low","Yellow","X.x",0
"R3","PYN","PYN-S","PYN-S-P3","PBG","0","Low","Yellow","X.x",0
"R1","PYN","PYN-S","PYN-S-P6","PBG","0","Low","Yellow","X.x",0
"R3","RIS","RIS-C","RIS-C-P3","PBG","0","Low","Yellow","X.x",0
"R1","RIS","RIS-C","RIS-C-P4","PBG","0","Low","Yellow","X.x",0
"R1","KLN","KLN-C","KLN-C-P2","PBG","1","Low","Yellow","X.x",0
"R3","KLN","KLN-C","KLN-C-P2","PBG","1","Low","Yellow","X.x",0
"R2","PYN","PYN-W","PYN-W-P1","PBG","1","Low","Yellow","X.x",0
"R3","PYN","PYN-W","PYN-W-P1","PBG","1","Low","Yellow","X.x",0
"R3","PYN","PYN-W","PYN-W-P2","PBG","1","Low","Yellow","X.x",0
"R2","PYN","PYN-W","PYN-W-P3","PBG","1","Low","Yellow","X.x",0
"R1","PYN","PYN-W","PYN-W-P5","PBG","1","Low","Yellow","X.x",0
"R1","RIS","RIS-N","RIS-N-P3","PBG","1","Low","Yellow","X.x",0
"R3","RIS","RIS-N","RIS-N-P3","PBG","1","Low","Yellow","X.x",0
"R3","RIS","RIS-N","RIS-N-P4","PBG","1","Low","Yellow","X.x",0
"R1","RIS","RIS-N","RIS-N-P6","PBG","1","Low","Yellow","X.x",0
"R3","KLN","KLN-E","KLN-E-P1","PBG","2","Low","Yellow","X.x",0
"R2","KLN","KLN-E","KLN-E-P3","PBG","2","Low","Yellow","X.x",0
"R3","KLN","KLN-E","KLN-E-P6","PBG","2","Low","Yellow","X.x",0
"R1","PYN","PYN-N","PYN-N-P2","PBG","2","Low","Yellow","X.x",0
"R3","PYN","PYN-N","PYN-N-P2","PBG","2","Low","Yellow","X.x",0
"R2","PYN","PYN-N","PYN-N-P4","PBG","2","Low","Yellow","X.x",0
"R1","PYN","PYN-N","PYN-N-P5","PBG","2","Low","Yellow","X.x",0
"R3","PYN","PYN-N","PYN-N-P6","PBG","2","Low","Yellow","X.x",0
"R2","RIS","RIS-S","RIS-S-P3","PBG","2","Low","Yellow","X.x",0
"R2","RIS","RIS-S","RIS-S-P4","PBG","2","Low","Yellow","X.x",0
"R3","RIS","RIS-S","RIS-S-P5","PBG","2","Low","Yellow","X.x",0
