Sampling Event ID,Capture Year,Capture Date,Round,Site,Patch,Height,Bowl Position,Bowl Color,Bowl Size,Bowl Status,Specimen ID,Family,Genus,Species,Sex,Number,Pinned,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1838,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1839,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1840,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1841,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1842,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1843,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1844,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1845,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1846,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1847,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1848,Halictidae,Halictus,ligatus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1849,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1850,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1851,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1852,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1853,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1854,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1855,Halictidae,Agapostemon,virescens,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1856,Halictidae,Agapostemon,virescens,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1857,Halictidae,Agapostemon,texanus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1858,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1859,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1860,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1861,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1862,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1863,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1864,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1865,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1866,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1867,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1868,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1869,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1870,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1871,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1872,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1873,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1874,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1875,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1876,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1877,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1878,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1879,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1880,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1881,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1882,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1883,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1884,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1885,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1886,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1887,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P3,Blue,3.25oz,Retrieved,1888,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1890,Unknown,Unknown,sp,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1891,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1892,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1893,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1894,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1895,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1896,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1897,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1898,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1899,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1900,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1901,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P3,Blue,3.25oz,Retrieved,1902,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P4,Yellow,3.25oz,Retrieved,1903,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P4,Yellow,3.25oz,Retrieved,1904,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P4,Yellow,3.25oz,Retrieved,1905,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P4,Yellow,3.25oz,Retrieved,1906,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P4,Yellow,3.25oz,Retrieved,1907,Megachilidae,Ashmeadiella,bucconis,M,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P4,Yellow,3.25oz,Retrieved,1908,Megachilidae,Ashmeadiella,bucconis,M,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P4,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
46,2018,6.04,R1,RIS,RIS-C,High,P5,White,3.25oz,Retrieved,1909,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P5,White,3.25oz,Retrieved,1910,Halictidae,Halictus,ligatus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P5,White,3.25oz,Retrieved,1911,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P5,White,3.25oz,Retrieved,1912,Halictidae,Agapostemon,virescens,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1913,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1914,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1915,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1916,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1917,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1918,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1919,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1920,Halictidae,Lasioglossum,Dialictus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1921,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1922,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1923,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1924,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1925,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1926,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1927,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1928,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1929,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1930,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1931,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1932,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1933,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1889,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1934,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1935,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,High,P6,Blue,3.25oz,Retrieved,1936,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1937,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1938,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1939,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1940,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1941,Apidae,Ceratina,dupla,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1942,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1943,Halictidae,Augochlorella,aurata,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1944,Halictidae,Halictus,ligatus,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1945,Megachilidae,Osmia,pumila,F,1,Y,
46,2018,6.04,R1,RIS,RIS-C,Low,P6,Blue,3.25oz,Retrieved,1946,Megachilidae,Megachile,inermis,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P1,Blue,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1947,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1948,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1949,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1950,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1951,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1952,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1953,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1954,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1955,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1956,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1957,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1958,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1959,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1960,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1961,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1962,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1963,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1964,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1965,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1966,Apidae,Ceratina,dupla,M,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P1,Blue,3.25oz,Retrieved,1967,Megachilidae,Osmia,georgica,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P2,White,3.25oz,Retrieved,1968,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P2,White,3.25oz,Retrieved,1969,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P2,White,3.25oz,Retrieved,1970,Halictidae,Halictus,ligatus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P2,White,3.25oz,Retrieved,1971,Halictidae,Halictus,parallelus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P2,White,3.25oz,Retrieved,1972,Megachilidae,Megachile,brevis,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P2,White,3.25oz,Retrieved,1973,Apidae,Ceratina,dupla,M,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P2,White,3.25oz,Retrieved,1974,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P2,White,3.25oz,Retrieved,1975,Halictidae,Agapostemon,virescens,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P2,White,3.25oz,Retrieved,1976,Halictidae,Agapostemon,virescens,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P3,White,3.25oz,Retrieved,1977,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P3,White,3.25oz,Retrieved,1978,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P3,White,3.25oz,Retrieved,1979,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P4,Yellow,3.25oz,Retrieved,1980,Halictidae,Agapostemon,virescens,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P4,Yellow,3.25oz,Retrieved,1981,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P4,Yellow,3.25oz,Retrieved,1982,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P4,Yellow,3.25oz,Retrieved,1983,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P4,Yellow,3.25oz,Retrieved,1984,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P4,Yellow,3.25oz,Retrieved,1985,Megachilidae,Ashmeadiella,bucconis,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P5,Blue,3.25oz,Retrieved,1986,Unknown,Unknown,sp,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P5,Blue,3.25oz,Retrieved,1987,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P5,Blue,3.25oz,Retrieved,1988,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P5,Blue,3.25oz,Retrieved,1989,Halictidae,Agapostemon,virescens,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P5,Blue,3.25oz,Retrieved,1990,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P5,Blue,3.25oz,Retrieved,1991,Apidae,Ceratina,dupla,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P5,Blue,3.25oz,Retrieved,1992,Halictidae,Lasioglossum,Dialictus,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,High,P6,Yellow,3.25oz,Retrieved,1993,Halictidae,Agapostemon,virescens,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P6,Yellow,3.25oz,Retrieved,1994,Halictidae,Augochlorella,aurata,F,1,Y,
47,2018,6.04,R1,RIS,RIS-S,Low,P6,Yellow,3.25oz,Retrieved,1995,Megachilidae,Megachile,inermis,F,1,Y,
48,2018,6.04,R1,PYN,PYN-S,High,P1,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,Low,P1,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,High,P2,Yellow,3.25oz,Off Clip,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,Low,P2,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,High,P3,White,3.25oz,Off Clip,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,Low,P3,White,3.25oz,Off Clip,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,High,P4,Blue,3.25oz,Off Clip,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,Low,P4,Blue,3.25oz,Off Clip,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,High,P5,Blue,3.25oz,Off Clip,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,Low,P5,Blue,3.25oz,Retrieved,1996,Unknown,Unknown,sp,F,1,Y,
48,2018,6.04,R1,PYN,PYN-S,High,P6,Yellow,3.25oz,Off Clip,0,NA,X,x,X,0,NA,
48,2018,6.04,R1,PYN,PYN-S,Low,P6,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,High,P1,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,Low,P1,White,3.25oz,Retrieved,1997,Halictidae,Lasioglossum,Dialictus,F,1,Y,
49,2018,6.04,R1,PYN,PYN-W,Low,P1,White,3.25oz,Retrieved,1998,Unknown,Unknown,sp,F,1,Y,
49,2018,6.04,R1,PYN,PYN-W,High,P2,Blue,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,Low,P2,Blue,3.25oz,Destroyed,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,High,P3,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,Low,P3,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,High,P4,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,Low,P4,Yellow,3.25oz,Retrieved,1999,Megachilidae,Ashmeadiella,bucconis,F,1,Y,
49,2018,6.04,R1,PYN,PYN-W,High,P5,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,Low,P5,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,High,P6,Blue,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
49,2018,6.04,R1,PYN,PYN-W,Low,P6,Blue,3.25oz,Retrieved,2000,Colletidae,Hylaeus,affinis,M,1,Y,
50,2018,6.04,R1,PYN,PYN-N,High,P1,Blue,3.25oz,Retrieved,2001,Halictidae,Augochlorella,aurata,F,1,Y,
50,2018,6.04,R1,PYN,PYN-N,Low,P1,Blue,3.25oz,Retrieved,2002,Unknown,Unknown,sp,F,1,Y,
50,2018,6.04,R1,PYN,PYN-N,High,P2,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,Low,P2,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,High,P3,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,Low,P3,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,High,P4,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,Low,P4,White,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,High,P5,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,Low,P5,Yellow,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,High,P6,Blue,3.25oz,Retrieved,0,NA,X,x,X,0,NA,
50,2018,6.04,R1,PYN,PYN-N,Low,P6,Blue,3.25oz,Retrieved,2003,Halictidae,Augochlorella,aurata,F,1,Y,
51,2018,6.06,R1,LTR,LTR-E,High,P1,Blue,3.25oz,Retrieved,2004,Colletidae,Hylaeus,affinis,F,1,Y,
51,2018,6.06,R1,LTR,LTR-E,High,P1,Blue,3.25oz,Retrieved,2005,Halictidae,Lasioglossum,Dialictus,F,1,Y,
51,2018,6.06,R1,LTR,LTR-E,High,P1,Blue,3.25oz,Retrieved,2006,Halictidae,Lasioglossum,Dialictus,F,1,Y,
