Sampling Event ID,Capture Year,Capture Date,Round,Site,SiteCode,Height,Specimen ID,Family,Genus,Species,Sex,Number,Bowls Recovered,ID Checked?,Pinned?
29,2017,7.14,2,PYN,PYN-N,High,1607,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1608,Halictidae,Halictus,ligatus,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1609,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1610,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1611,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1612,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1613,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1614,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1615,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,High,1616,Halictidae,Agapostemon,virescens,F,1,6,Y,Y
29,2017,7.14,2,PYN,PYN-N,Low,1617,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
30,2017,7.21,3,RIS,RIS-S,Low,0,NA,X,X,X,0,5,NA,NA
30,2017,7.21,3,RIS,RIS-S,High,1618,Halictidae,Agapostemon,texanus,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1619,Halictidae,Agapostemon,texanus,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1620,Halictidae,Agapostemon,virescens,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1621,Halictidae,Lasioglossum,Evylaeus,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1622,Halictidae,Lasioglossum,Dialictus,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1623,Halictidae,Lasioglossum,Dialictus,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1624,Halictidae,Augochlorella,aurata,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1625,Apidae,Ceratina,dupla,F,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1626,Halictidae,Agapostemon,virescens,M,1,5,Y,Y
30,2017,7.21,3,RIS,RIS-S,High,1627,Halictidae,Agapostemon,virescens,M,1,5,Y,Y
31,2017,7.21,3,GIL,GIL-C,High,1628,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
31,2017,7.21,3,GIL,GIL-C,High,1629,Apidae,Melissodes,boltoniae,M,1,6,Y,Y
31,2017,7.21,3,GIL,GIL-C,Low,1630,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,High,1631,Halictidae,Agapostemon,virescens,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,High,1632,Apidae,Ceratina,dupla,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,High,1633,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,High,1634,Halictidae,Halictus,ligatus,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,High,1635,Halictidae,Halictus,ligatus,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,High,1636,Halictidae,Agapostemon,texanus,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,High,1637,Apidae,Apis,mellifera,F,1,6,Y,Y
32,2017,7.21,3,STE,STE-N,Low,1638,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
33,2017,7.24,3,KLN,KLN-E,Low,0,NA,X,X,X,0,6,NA,NA
33,2017,7.24,3,KLN,KLN-E,High,1639,Halictidae,Agapostemon,texanus,F,1,6,Y,Y
33,2017,7.24,3,KLN,KLN-E,High,1640,Halictidae,Halictus,ligatus,F,1,6,Y,Y
34,2017,7.24,3,GIL,GIL-S,Low,0,NA,X,X,X,0,6,NA,NA
34,2017,7.24,3,GIL,GIL-S,High ,1641,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
35,2017,7.24,3,LTR,LTR-C,High,1642,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
35,2017,7.24,3,LTR,LTR-C,High,1643,Halictidae,Agapostemon,virescens,F,1,6,Y,Y
35,2017,7.24,3,LTR,LTR-C,Low,1644,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
36,2017,7.26,3,LTR,LTR-E,High,1645,Apidae,Melissodes,trinodis,F,1,6,Y,Y
36,2017,7.26,3,LTR,LTR-E,Low,1646,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
37,2017,7.26,3,GIL,GIL-N,Low,0,NA,X,X,X,0,6,NA,NA
37,2017,7.26,3,GIL,GIL-N,High,1647,Apidae,Ceratina,dupla,F,1,6,Y,Y
37,2017,7.26,3,GIL,GIL-N,High,1648,Apidae,Ceratina,dupla,F,1,6,Y,Y
38,2017,7.26,3,STE,STE-W,Low,0,NA,X,X,X,0,6,NA,NA
38,2017,7.26,3,STE,STE-W,High,1649,Apidae,Melissodes,bimaculata,F,1,6,Y,Y
38,2017,7.26,3,STE,STE-W,High,1650,Halictidae,Lasioglossum,Dialictus,F,1,6,Y,Y
39,2017,7.26,3,STE,STE-S,Low,0,NA,X,X,X,0,6,NA,NA
39,2017,7.26,3,STE,STE-S,High,1651,Halictidae,Augochlorella,aurata,F,1,6,Y,Y
40,2017,7.26,3,LTR,LTR-W,High,1652,Apidae,Melissodes,trinodis,F,1,6,Y,Y
40,2017,7.26,3,LTR,LTR-W,Low,1653,Halictidae,Augochlorella,aurata,F,1,5,Y,Y
41,2017,7.26,3,PYN,PYN-N,High,0,NA,X,X,X,0,6,NA,NA
41,2017,7.26,3,PYN,PYN-N,Low,0,NA,X,X,X,0,6,NA,NA
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
