"Sampling_Event_ID","Capture_Year","Capture_Date","Round","Site","Patch","Adaptive_Mgmt","Years_Since_Burn","Herbicide_Trt","Post_ID","Floral_Common","Sampled_Area","Inflor_Count"
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.5","chicory","Post.5",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.6","chicory","Post.6",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con",NA,"chicory","Transect",12
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.1","dandelion","Post.1",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.2","dandelion","Post.2",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.3","dandelion","Post.3",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.4","dandelion","Post.4",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.5","dandelion","Post.5",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.6","dandelion","Post.6",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con",NA,"dandelion","Transect",2
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.1","horse nettle","Post.1",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.2","horse nettle","Post.2",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.3","horse nettle","Post.3",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.4","horse nettle","Post.4",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.5","horse nettle","Post.5",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.6","horse nettle","Post.6",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con",NA,"horse nettle","Transect",2
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.1","ribwort plantain","Post.1",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.2","ribwort plantain","Post.2",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.3","ribwort plantain","Post.3",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.4","ribwort plantain","Post.4",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.5","ribwort plantain","Post.5",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.6","ribwort plantain","Post.6",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con",NA,"ribwort plantain","Transect",2
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.1","white clover","Post.1",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.2","white clover","Post.2",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.3","white clover","Post.3",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.4","white clover","Post.4",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.5","white clover","Post.5",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.6","white clover","Post.6",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con",NA,"white clover","Transect",342
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.1","wild parsnip","Post.1",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.2","wild parsnip","Post.2",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.3","wild parsnip","Post.3",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.4","wild parsnip","Post.4",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.5","wild parsnip","Post.5",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con","GIL-S-Post.6","wild parsnip","Post.6",0
23,2017,7.01,"R2","GIL","GIL-S","GB","0","Con",NA,"wild parsnip","Transect",7
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.1","birdsfoot trefoil","Post.1",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.2","birdsfoot trefoil","Post.2",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.3","birdsfoot trefoil","Post.3",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.4","birdsfoot trefoil","Post.4",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.5","birdsfoot trefoil","Post.5",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.6","birdsfoot trefoil","Post.6",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr",NA,"birdsfoot trefoil","Transect",1450
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.1","chicory","Post.1",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.2","chicory","Post.2",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.3","chicory","Post.3",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.4","chicory","Post.4",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.5","chicory","Post.5",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.6","chicory","Post.6",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr",NA,"chicory","Transect",2
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.1","daisy fleabane","Post.1",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.2","daisy fleabane","Post.2",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.3","daisy fleabane","Post.3",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.4","daisy fleabane","Post.4",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.5","daisy fleabane","Post.5",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.6","daisy fleabane","Post.6",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr",NA,"daisy fleabane","Transect",107
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.1","deptford pink","Post.1",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.2","deptford pink","Post.2",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.3","deptford pink","Post.3",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.4","deptford pink","Post.4",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.5","deptford pink","Post.5",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.6","deptford pink","Post.6",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr",NA,"deptford pink","Transect",47
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.1","horse nettle","Post.1",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.2","horse nettle","Post.2",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.3","horse nettle","Post.3",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.4","horse nettle","Post.4",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.5","horse nettle","Post.5",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.6","horse nettle","Post.6",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr",NA,"horse nettle","Transect",2
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.1","ribwort plantain","Post.1",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.2","ribwort plantain","Post.2",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.3","ribwort plantain","Post.3",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.4","ribwort plantain","Post.4",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.5","ribwort plantain","Post.5",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.6","ribwort plantain","Post.6",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr",NA,"ribwort plantain","Transect",17
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.1","white clover","Post.1",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.2","white clover","Post.2",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.3","white clover","Post.3",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.4","white clover","Post.4",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.5","white clover","Post.5",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr","GIL-N-Post.6","white clover","Post.6",0
24,2017,7.01,"R2","GIL","GIL-N","GB","0","Spr",NA,"white clover","Transect",168
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","black medick","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","black medick","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","black medick","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","black medick","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","black medick","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","black medick","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"black medick","Transect",246
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","daisy fleabane","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","daisy fleabane","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","daisy fleabane","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","daisy fleabane","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","daisy fleabane","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","daisy fleabane","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"daisy fleabane","Transect",174
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","deptford pink","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","deptford pink","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","deptford pink","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","deptford pink","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","deptford pink","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","deptford pink","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"deptford pink","Transect",5
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","hoary vervain","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","hoary vervain","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","hoary vervain","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","hoary vervain","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","hoary vervain","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","hoary vervain","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"hoary vervain","Transect",13
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","prairie petunia","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","prairie petunia","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","prairie petunia","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","prairie petunia","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","prairie petunia","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","prairie petunia","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"prairie petunia","Transect",11
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","red clover","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","red clover","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","red clover","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","red clover","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","red clover","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","red clover","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"red clover","Transect",19
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","white clover","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","white clover","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","white clover","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","white clover","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","white clover","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","white clover","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"white clover","Transect",48
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.1","wild white indigo","Post.1",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.2","wild white indigo","Post.2",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.3","wild white indigo","Post.3",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.4","wild white indigo","Post.4",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.5","wild white indigo","Post.5",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS","LTR-E-Post.6","wild white indigo","Post.6",0
25,2017,7.01,"R2","LTR","LTR-E","GB","0","SnS",NA,"wild white indigo","Transect",3
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","birdsfoot trefoil","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","birdsfoot trefoil","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","birdsfoot trefoil","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","birdsfoot trefoil","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","birdsfoot trefoil","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","birdsfoot trefoil","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"birdsfoot trefoil","Transect",4741
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","black medick","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","black medick","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","black medick","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","black medick","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","black medick","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","black medick","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"black medick","Transect",55
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","black-eyed susan","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","black-eyed susan","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","black-eyed susan","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","black-eyed susan","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","black-eyed susan","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","black-eyed susan","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"black-eyed susan","Transect",1
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","daisy fleabane","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","daisy fleabane","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","daisy fleabane","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","daisy fleabane","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","daisy fleabane","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","daisy fleabane","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"daisy fleabane","Transect",14
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","deptford pink","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","deptford pink","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","deptford pink","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","deptford pink","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","deptford pink","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","deptford pink","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"deptford pink","Transect",1
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","prairie petunia","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","prairie petunia","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","prairie petunia","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","prairie petunia","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","prairie petunia","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","prairie petunia","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"prairie petunia","Transect",2
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","red clover","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","red clover","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","red clover","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","red clover","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","red clover","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","red clover","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"red clover","Transect",36
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","slender mountain mint","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","slender mountain mint","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","slender mountain mint","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","slender mountain mint","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","slender mountain mint","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","slender mountain mint","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"slender mountain mint","Transect",110
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","sweet black-eyed susan","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","sweet black-eyed susan","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","sweet black-eyed susan","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","sweet black-eyed susan","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","sweet black-eyed susan","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","sweet black-eyed susan","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"sweet black-eyed susan","Transect",6
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","white clover","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","white clover","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","white clover","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","white clover","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","white clover","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","white clover","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"white clover","Transect",15
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","yarrow","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","yarrow","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","yarrow","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","yarrow","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","yarrow","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","yarrow","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"yarrow","Transect",2
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.1","yellow sweet clover","Post.1",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.2","yellow sweet clover","Post.2",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.3","yellow sweet clover","Post.3",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.4","yellow sweet clover","Post.4",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.5","yellow sweet clover","Post.5",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con","STE-W-Post.6","yellow sweet clover","Post.6",0
26,2017,7.01,"R2","STE","STE-W","GB","1","Con",NA,"yellow sweet clover","Transect",1
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.1","alsike clover","Post.1",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.2","alsike clover","Post.2",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.3","alsike clover","Post.3",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.4","alsike clover","Post.4",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.5","alsike clover","Post.5",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.6","alsike clover","Post.6",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS",NA,"alsike clover","Transect",60
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.1","bergamot","Post.1",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.2","bergamot","Post.2",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.3","bergamot","Post.3",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.4","bergamot","Post.4",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.5","bergamot","Post.5",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.6","bergamot","Post.6",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS",NA,"bergamot","Transect",3
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.1","birdsfoot trefoil","Post.1",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.2","birdsfoot trefoil","Post.2",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.3","birdsfoot trefoil","Post.3",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.4","birdsfoot trefoil","Post.4",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.5","birdsfoot trefoil","Post.5",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.6","birdsfoot trefoil","Post.6",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS",NA,"birdsfoot trefoil","Transect",520
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.1","canada anemone","Post.1",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.2","canada anemone","Post.2",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.3","canada anemone","Post.3",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.4","canada anemone","Post.4",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.5","canada anemone","Post.5",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.6","canada anemone","Post.6",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS",NA,"canada anemone","Transect",1
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.1","canada thistle","Post.1",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.2","canada thistle","Post.2",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.3","canada thistle","Post.3",0
27,2017,7.13,"R2","STE","STE-S","GB","1","SnS","STE-S-Post.4","canada thistle","Post.4",0
